Activity,Activity_Type,Activity_Qualifier,Activity_Value,Compound_CID,Protein_Accession,Label
Active,IC50,=,0.2176,172444513.0,O60885,1.0
Active,IC50,=,0.1811,172468603.0,O60885,1.0
Active,IC50,=,0.1648,172456035.0,O60885,1.0
Active,IC50,=,0.06179,172460390.0,O60885,1.0
Active,IC50,=,0.0608,171364357.0,O60885,1.0
Active,IC50,,0.35,170735503.0,O60885,1.0
Active,IC50,,0.35,170735419.0,O60885,1.0
Active,IC50,,0.6,170735420.0,O60885,1.0
Active,IC50,,0.6,170735421.0,O60885,1.0
Active,IC50,,0.35,170735681.0,O60885,1.0
Active,IC50,=,0.0886,172439131.0,O60885,1.0
Active,IC50,=,0.549,172462546.0,O60885,1.0
Active,IC50,=,0.1554,172452065.0,O60885,1.0
Active,IC50,=,0.4178,172454481.0,O60885,1.0
Active,IC50,=,0.8137,172449330.0,O60885,1.0
Active,IC50,=,0.8741,172455892.0,O60885,1.0
Active,IC50,=,0.2898,172453649.0,O60885,1.0
Active,IC50,=,0.5404,172458926.0,O60885,1.0
Active,IC50,=,0.15849,168270203.0,O60885,1.0
Active,IC50,=,0.50119,168294354.0,O60885,1.0
Active,IC50,=,0.19953,132006958.0,O60885,1.0
Active,IC50,=,0.31623,154013934.0,O60885,1.0
Active,IC50,=,0.63096,122181557.0,O60885,1.0
Active,IC50,=,0.0011,77844001.0,O60885,1.0
Active,IC50,=,0.01,155514584.0,O60885,1.0
Active,IC50,=,0.02,155550160.0,O60885,1.0
Active,IC50,=,0.01,78320028.0,O60885,1.0
Active,IC50,=,0.14,78322539.0,O60885,1.0
Active,IC50,=,0.15849,155559855.0,O60885,1.0
Active,IC50,=,0.012,122553479.0,O60885,1.0
Active,IC50,<,0.1,155562553.0,O60885,1.0
Active,IC50,=,0.00043,132154358.0,O60885,1.0
Active,Kd,=,0.028,92044400.0,O60885,1.0
Active,IC50,,0.55,118159595.0,O60885,1.0
Active,IC50,<,0.1,153313169.0,O60885,1.0
Active,IC50,<,0.1,118159509.0,O60885,1.0
Active,IC50,,0.55,153313165.0,O60885,1.0
Active,IC50,<,0.1,126521537.0,O60885,1.0
Active,IC50,<,0.1,126563603.0,O60885,1.0
Active,IC50,<,0.1,126564483.0,O60885,1.0
Active,IC50,<,0.1,126563619.0,O60885,1.0
Active,IC50,<,0.1,126564463.0,O60885,1.0
Active,IC50,,0.55,126563592.0,O60885,1.0
Active,IC50,<,0.1,138106795.0,O60885,1.0
Active,IC50,<,0.1,126564858.0,O60885,1.0
Active,IC50,,0.55,126563570.0,O60885,1.0
Active,IC50,<,0.1,126564831.0,O60885,1.0
Active,IC50,<,0.1,126563615.0,O60885,1.0
Active,IC50,<,0.1,126563584.0,O60885,1.0
Active,IC50,<,0.1,126563613.0,O60885,1.0
Active,IC50,=,0.0014,172457340.0,O60885,1.0
Active,IC50,<,0.1,137110911.0,O60885,1.0
Active,IC50,<,0.1,126564486.0,O60885,1.0
Active,IC50,<,0.1,126563614.0,O60885,1.0
Active,IC50,<,0.1,126563617.0,O60885,1.0
Active,IC50,<,0.1,126563611.0,O60885,1.0
Active,IC50,=,0.008,172468741.0,O60885,1.0
Active,IC50,=,0.026,154634413.0,O60885,1.0
Active,IC50,=,0.087,160437502.0,O60885,1.0
Active,IC50,=,0.215,161162321.0,O60885,1.0
Active,IC50,=,0.017,145927344.0,O60885,1.0
Active,IC50,=,0.153,159575269.0,O60885,1.0
Active,IC50,=,0.012,167439567.0,O60885,1.0
Active,IC50,=,0.0036,172452544.0,O60885,1.0
Active,IC50,=,0.034,159663390.0,O60885,1.0
Active,IC50,=,0.477,154634419.0,O60885,1.0
Active,IC50,=,0.694,154634411.0,O60885,1.0
Active,IC50,=,0.044,157909828.0,O60885,1.0
Active,IC50,=,0.05,66828107.0,O60885,1.0
Active,IC50,=,0.294,160619834.0,O60885,1.0
Active,IC50,=,0.162,154634417.0,O60885,1.0
Active,IC50,=,0.135,157277576.0,O60885,1.0
Active,IC50,=,0.062,167439564.0,O60885,1.0
Active,IC50,=,0.0016,168510584.0,O60885,1.0
Active,IC50,=,0.0055,172450657.0,O60885,1.0
Active,IC50,=,0.073,161501321.0,O60885,1.0
Active,IC50,=,0.124,172447163.0,O60885,1.0
Active,IC50,=,0.314,172460875.0,O60885,1.0
Active,IC50,=,0.042,73350914.0,O60885,1.0
Active,IC50,=,0.073,73353867.0,O60885,1.0
Active,IC50,=,0.2,57344531.0,O60885,1.0
Active,IC50,=,0.086,57344528.0,O60885,1.0
Active,IC50,=,0.033,73347805.0,O60885,1.0
Active,IC50,=,0.19,57344527.0,O60885,1.0
Active,IC50,=,0.19,57344606.0,O60885,1.0
Active,IC50,=,0.25,67814495.0,O60885,1.0
Active,IC50,=,0.072,73349345.0,O60885,1.0
Active,IC50,,0.19,91971319.0,O60885,1.0
Active,IC50,<,0.5,118022585.0,O60885,1.0
Active,IC50,<,0.5,118021711.0,O60885,1.0
Active,IC50,<,0.5,118022434.0,O60885,1.0
Active,IC50,<,0.5,118023112.0,O60885,1.0
Active,IC50,<,0.5,118022304.0,O60885,1.0
Active,IC50,<,0.5,118021969.0,O60885,1.0
Active,IC50,<,0.5,118021466.0,O60885,1.0
Active,IC50,<,0.5,118021318.0,O60885,1.0
Active,IC50,<,0.5,118022109.0,O60885,1.0
Active,IC50,<,0.5,118022205.0,O60885,1.0
Active,IC50,,0.28,118437933.0,O60885,1.0
Active,IC50,,0.39,118437957.0,O60885,1.0
Active,IC50,,0.23,118437929.0,O60885,1.0
Active,IC50,,0.087,118437927.0,O60885,1.0
Active,IC50,<,0.5,118021596.0,O60885,1.0
Active,IC50,<,0.5,118022357.0,O60885,1.0
Active,IC50,<,0.5,118022116.0,O60885,1.0
Active,IC50,<,0.5,118023004.0,O60885,1.0
Active,IC50,<,0.5,118022651.0,O60885,1.0
Active,IC50,<,0.5,118021791.0,O60885,1.0
Active,IC50,<,0.5,118022040.0,O60885,1.0
Active,IC50,<,0.5,118022367.0,O60885,1.0
Active,IC50,=,0.0666,172451837.0,O60885,1.0
Active,IC50,,0.11,118437931.0,O60885,1.0
Active,IC50,,0.22,118437925.0,O60885,1.0
Active,IC50,,0.11,118437971.0,O60885,1.0
Active,IC50,,0.25,118437943.0,O60885,1.0
Active,IC50,,0.16,118437928.0,O60885,1.0
Active,IC50,<,0.5,72375018.0,O60885,1.0
Active,IC50,<,0.5,118022436.0,O60885,1.0
Active,IC50,<,0.5,118021672.0,O60885,1.0
Active,IC50,<,0.5,118022958.0,O60885,1.0
Active,IC50,<,0.1,118159501.0,O60885,1.0
Active,IC50,<,0.5,118021385.0,O60885,1.0
Active,IC50,<,0.1,118159886.0,O60885,1.0
Active,IC50,<,0.1,136985508.0,O60885,1.0
Active,IC50,=,0.05012,91668539.0,O60885,1.0
Active,IC50,,0.55,118159690.0,O60885,1.0
Active,IC50,,0.55,118177560.0,O60885,1.0
Active,IC50,=,0.12,118732072.0,O60885,1.0
Active,IC50,=,0.4,118732073.0,O60885,1.0
Active,IC50,=,0.0339,15978962.0,O60885,1.0
Active,Kd,=,0.05,118121364.0,O60885,1.0
Active,Ki,=,0.02,155513649.0,O60885,1.0
Active,IC50,=,0.06,91809476.0,O60885,1.0
Active,IC50,=,0.5,118732071.0,O60885,1.0
Active,IC50,=,0.25,118732084.0,O60885,1.0
Active,IC50,=,0.76,118732070.0,O60885,1.0
Active,IC50,=,0.31623,162677437.0,O60885,1.0
Active,IC50,=,0.12589,162650028.0,O60885,1.0
Active,IC50,=,0.03981,162675150.0,O60885,1.0
Active,IC50,=,0.15849,162655390.0,O60885,1.0
Active,IC50,=,0.07943,162650485.0,O60885,1.0
Active,IC50,=,0.03981,162650053.0,O60885,1.0
Active,IC50,=,0.48,155569554.0,O60885,1.0
Active,IC50,=,0.24,155533716.0,O60885,1.0
Active,IC50,=,0.46,118732077.0,O60885,1.0
Active,IC50,=,0.93,118732081.0,O60885,1.0
Active,IC50,=,0.06,118732076.0,O60885,1.0
Active,IC50,=,0.25,91809475.0,O60885,1.0
Active,IC50,=,0.93,141759312.0,O60885,1.0
Active,IC50,,0.89,122553485.0,O60885,1.0
Active,IC50,,0.018,118095238.0,O60885,1.0
Active,IC50,<,0.011,122553471.0,O60885,1.0
Active,IC50,,0.12,118095186.0,O60885,1.0
Active,IC50,,0.047,122553400.0,O60885,1.0
Active,IC50,=,0.4587,155520501.0,O60885,1.0
Active,IC50,=,0.2656,155524426.0,O60885,1.0
Active,IC50,<,0.0021,162651067.0,O60885,1.0
Active,IC50,=,0.031,162661602.0,O60885,1.0
Active,IC50,=,0.79433,122180562.0,O60885,1.0
Active,IC50,=,0.63096,122180559.0,O60885,1.0
Active,IC50,=,0.579,90387467.0,O60885,1.0
Active,Ki,=,0.0161,90387575.0,O60885,1.0
Active,Ki,=,0.201,78322399.0,O60885,1.0
Active,Ki,=,0.0701,78322398.0,O60885,1.0
Active,Ki,=,0.1,90388486.0,O60885,1.0
Active,IC50,=,0.0365,77846025.0,O60885,1.0
Active,IC50,=,0.129,122178997.0,O60885,1.0
Active,IC50,=,0.316,90387666.0,O60885,1.0
Active,IC50,=,0.481,90388035.0,O60885,1.0
Active,IC50,=,0.036,118099867.0,O60885,1.0
Active,IC50,=,0.074,71465611.0,O60885,1.0
Active,IC50,=,0.064,72694391.0,O60885,1.0
Active,IC50,=,0.31,72695704.0,O60885,1.0
Active,IC50,=,0.065,70979647.0,O60885,1.0
Active,IC50,=,0.026,70675736.0,O60885,1.0
Active,IC50,=,0.044,71003542.0,O60885,1.0
Active,IC50,<,0.025,166595844.0,O60885,1.0
Active,IC50,<,0.025,166595688.0,O60885,1.0
Active,IC50,<,0.025,166596406.0,O60885,1.0
Active,IC50,<,0.025,166595553.0,O60885,1.0
Active,IC50,<,0.025,166595988.0,O60885,1.0
Active,IC50,<,0.025,118938653.0,O60885,1.0
Active,IC50,<,0.025,166595636.0,O60885,1.0
Active,IC50,<,0.025,166596543.0,O60885,1.0
Active,IC50,<,0.025,166596341.0,O60885,1.0
Active,IC50,<,0.025,166595642.0,O60885,1.0
Active,IC50,<,0.025,166596452.0,O60885,1.0
Active,IC50,<,0.025,166595880.0,O60885,1.0
Active,IC50,=,0.79433,52933159.0,O60885,1.0
Active,IC50,=,0.50119,52933414.0,O60885,1.0
Active,IC50,=,0.39811,72702849.0,O60885,1.0
Active,IC50,<,0.025,166596255.0,O60885,1.0
Active,IC50,<,0.025,166595718.0,O60885,1.0
Active,IC50,<,0.025,166596100.0,O60885,1.0
Active,IC50,<,0.025,166596429.0,O60885,1.0
Active,IC50,<,0.025,166596415.0,O60885,1.0
Active,IC50,<,0.025,118938637.0,O60885,1.0
Active,IC50,<,0.025,118938633.0,O60885,1.0
Active,IC50,,0.0632,122553443.0,O60885,1.0
Active,IC50,,0.0553,122553423.0,O60885,1.0
Active,IC50,,0.012,118095243.0,O60885,1.0
Active,IC50,,0.085,122553414.0,O60885,1.0
Active,IC50,,0.045,122553476.0,O60885,1.0
Active,IC50,,0.043,122553428.0,O60885,1.0
Active,IC50,<,0.011,122553464.0,O60885,1.0
Active,IC50,,0.037,122553396.0,O60885,1.0
Active,IC50,,0.052,118095266.0,O60885,1.0
Active,IC50,,0.012,118095204.0,O60885,1.0
Active,IC50,,0.013,122553470.0,O60885,1.0
Active,IC50,=,0.79433,52933893.0,O60885,1.0
Active,IC50,=,0.50119,52934122.0,O60885,1.0
Active,IC50,=,0.50119,52933416.0,O60885,1.0
Active,IC50,=,0.50119,13953710.0,O60885,1.0
Active,IC50,=,0.39811,52935914.0,O60885,1.0
Active,IC50,,0.021,118095246.0,O60885,1.0
Active,IC50,,0.015,118095183.0,O60885,1.0
Active,IC50,,0.109,122553402.0,O60885,1.0
Active,IC50,,0.11,122553413.0,O60885,1.0
Active,IC50,,0.031,122553391.0,O60885,1.0
Active,IC50,,0.014,122553434.0,O60885,1.0
Active,IC50,,0.029,118095280.0,O60885,1.0
Active,IC50,,0.014,122553475.0,O60885,1.0
Active,IC50,,0.15,122553409.0,O60885,1.0
Active,IC50,,0.083,122553472.0,O60885,1.0
Active,IC50,,0.078,122553382.0,O60885,1.0
Active,IC50,,0.016,122553398.0,O60885,1.0
Active,IC50,,0.012,122553437.0,O60885,1.0
Active,IC50,=,0.1691,155511227.0,O60885,1.0
Active,IC50,,0.55,138478864.0,O60885,1.0
Active,IC50,<,0.0021,162676843.0,O60885,1.0
Active,IC50,<,0.0021,162656283.0,O60885,1.0
Active,IC50,=,0.0077,162661935.0,O60885,1.0
Active,IC50,=,0.6558,155514491.0,O60885,1.0
Active,IC50,=,0.113,155539828.0,O60885,1.0
Active,IC50,=,0.3482,155549078.0,O60885,1.0
Active,IC50,=,0.223,155512187.0,O60885,1.0
Active,IC50,=,0.1637,155518033.0,O60885,1.0
Active,IC50,=,0.5731,155556217.0,O60885,1.0
Active,IC50,=,0.7094,155538579.0,O60885,1.0
Active,IC50,=,0.1721,155544158.0,O60885,1.0
Active,IC50,=,0.7087,155551595.0,O60885,1.0
Active,IC50,=,0.2052,155523212.0,O60885,1.0
Active,IC50,=,0.5452,155531154.0,O60885,1.0
Active,IC50,,0.063,166595565.0,O60885,1.0
Active,IC50,=,0.6657,155536900.0,O60885,1.0
Active,IC50,,0.017,122553401.0,O60885,1.0
Active,IC50,,0.085,118095181.0,O60885,1.0
Active,IC50,<,0.011,118095161.0,O60885,1.0
Active,IC50,,0.121,122553473.0,O60885,1.0
Active,IC50,,0.037,122553427.0,O60885,1.0
Active,IC50,,0.025,118095179.0,O60885,1.0
Active,IC50,<,0.011,122553486.0,O60885,1.0
Active,IC50,,0.022,118095176.0,O60885,1.0
Active,IC50,,0.088,122553498.0,O60885,1.0
Active,IC50,,0.014,122553469.0,O60885,1.0
Active,IC50,,0.024,118095284.0,O60885,1.0
Active,IC50,,0.016,122580640.0,O60885,1.0
Active,IC50,,0.437,122553490.0,O60885,1.0
Active,IC50,,0.052,122553420.0,O60885,1.0
Active,IC50,,0.062,122553496.0,O60885,1.0
Active,IC50,<,0.011,118095173.0,O60885,1.0
Active,IC50,,0.056,122553481.0,O60885,1.0
Active,IC50,,0.267,122553406.0,O60885,1.0
Active,IC50,,0.154,122553433.0,O60885,1.0
Active,IC50,,0.042,122553457.0,O60885,1.0
Active,IC50,<,0.011,122553380.0,O60885,1.0
Active,IC50,<,0.011,118095207.0,O60885,1.0
Active,IC50,,0.068,86703242.0,O60885,1.0
Active,IC50,,0.06,122553386.0,O60885,1.0
Active,IC50,,0.016,118095270.0,O60885,1.0
Active,IC50,,0.035,122580638.0,O60885,1.0
Active,IC50,,0.0245,122553491.0,O60885,1.0
Active,IC50,,0.016,118095187.0,O60885,1.0
Active,IC50,,0.131,122553430.0,O60885,1.0
Active,IC50,,0.032,122580517.0,O60885,1.0
Active,Kd,=,0.255,127033770.0,O60885,1.0
Active,Kd,=,0.39,127034595.0,O60885,1.0
Active,Kd,=,0.137,105539860.0,O60885,1.0
Active,Kd,=,0.275,127034598.0,O60885,1.0
Active,IC50,,0.55,154593803.0,O60885,1.0
Active,IC50,,0.12,122553477.0,O60885,1.0
Active,IC50,,0.27,122553404.0,O60885,1.0
Active,IC50,,0.017,122553452.0,O60885,1.0
Active,IC50,,0.034,118095212.0,O60885,1.0
Active,IC50,=,0.968,117834596.0,O60885,1.0
Active,IC50,=,0.479,117841261.0,O60885,1.0
Active,IC50,=,0.807,117834061.0,O60885,1.0
Active,IC50,=,0.50119,118719861.0,O60885,1.0
Active,IC50,=,0.63096,118719864.0,O60885,1.0
Active,IC50,=,0.79433,118719873.0,O60885,1.0
Active,IC50,=,0.39811,68161075.0,O60885,1.0
Active,IC50,,0.55,149256357.0,O60885,1.0
Active,IC50,,0.55,151284800.0,O60885,1.0
Active,IC50,,0.55,150055865.0,O60885,1.0
Active,IC50,,0.55,154593691.0,O60885,1.0
Active,IC50,,0.55,150631963.0,O60885,1.0
Active,IC50,,0.55,138479310.0,O60885,1.0
Active,IC50,=,0.63096,118719866.0,O60885,1.0
Active,IC50,=,0.63096,118719871.0,O60885,1.0
Active,IC50,=,0.50119,118719860.0,O60885,1.0
Active,IC50,=,0.50119,68184871.0,O60885,1.0
Active,Kd,=,0.044,137347776.0,O60885,1.0
Active,IC50,=,0.083,162649888.0,O60885,1.0
Active,IC50,=,0.2515,162658051.0,O60885,1.0
Active,IC50,=,0.48,162645128.0,O60885,1.0
Active,IC50,=,0.477,162670182.0,O60885,1.0
Active,IC50,=,0.0581,162666510.0,O60885,1.0
Active,IC50,=,0.0191,162677447.0,O60885,1.0
Active,IC50,=,0.1605,162657768.0,O60885,1.0
Active,IC50,=,0.7595,162645900.0,O60885,1.0
Active,IC50,=,0.1195,162655674.0,O60885,1.0
Active,IC50,=,0.0813,162656756.0,O60885,1.0
Active,IC50,=,0.115,162668432.0,O60885,1.0
Active,IC50,,0.55,138479447.0,O60885,1.0
Active,IC50,,0.55,148218588.0,O60885,1.0
Active,IC50,,0.55,146775313.0,O60885,1.0
Active,IC50,,0.55,147295197.0,O60885,1.0
Active,IC50,,0.55,138479451.0,O60885,1.0
Active,IC50,,0.55,154593713.0,O60885,1.0
Active,IC50,=,0.027,162658071.0,O60885,1.0
Active,IC50,=,0.8205,162654601.0,O60885,1.0
Active,IC50,=,0.271,162662733.0,O60885,1.0
Active,IC50,=,0.2681,162647839.0,O60885,1.0
Active,IC50,=,0.1562,161181295.0,O60885,1.0
Active,IC50,=,0.236,162651201.0,O60885,1.0
Active,IC50,=,0.18,137333445.0,O60885,1.0
Active,IC50,=,0.15,141414551.0,O60885,1.0
Active,IC50,=,0.75,141414541.0,O60885,1.0
Active,IC50,=,0.44,141414504.0,O60885,1.0
Active,IC50,=,0.23,135567378.0,O60885,1.0
Active,IC50,=,0.62,134159769.0,O60885,1.0
Active,IC50,<,0.2,90465998.0,O60885,1.0
Active,IC50,,0.199,146478893.0,O60885,1.0
Active,IC50,<,0.2,90465849.0,O60885,1.0
Active,IC50,<,0.2,90465848.0,O60885,1.0
Active,IC50,<,0.2,90466145.0,O60885,1.0
Active,IC50,<,0.2,90465995.0,O60885,1.0
Active,IC50,<,0.2,90466146.0,O60885,1.0
Active,IC50,,0.6,90465996.0,O60885,1.0
Active,IC50,<,0.2,90465997.0,O60885,1.0
Active,IC50,,0.6,90466000.0,O60885,1.0
Active,IC50,<,0.2,90466001.0,O60885,1.0
Active,IC50,<,0.2,90465999.0,O60885,1.0
Active,IC50,<,0.2,86566740.0,O60885,1.0
Active,IC50,=,0.21,699832.0,O60885,1.0
Active,IC50,=,0.13,1192817.0,O60885,1.0
Active,IC50,=,0.73,105539842.0,O60885,1.0
Active,IC50,=,0.51,122467486.0,O60885,1.0
Active,IC50,=,0.31,15944527.0,O60885,1.0
Active,IC50,=,0.52,152158093.0,O60885,1.0
Active,IC50,=,0.83,162664083.0,O60885,1.0
Active,IC50,=,0.631,52935916.0,O60885,1.0
Active,IC50,=,0.22,141414546.0,O60885,1.0
Active,IC50,=,0.18,152137243.0,O60885,1.0
Active,IC50,,0.0245,117723260.0,O60885,1.0
Active,IC50,,0.059,86566780.0,O60885,1.0
Active,IC50,,0.019,117723294.0,O60885,1.0
Active,IC50,<,0.011,117723240.0,O60885,1.0
Active,IC50,,0.023,117723253.0,O60885,1.0
Active,IC50,,0.0345,86567312.0,O60885,1.0
Active,IC50,,0.055,86566837.0,O60885,1.0
Active,IC50,,0.099,86567433.0,O60885,1.0
Active,IC50,,0.019,117723238.0,O60885,1.0
Active,IC50,,0.0845,117723289.0,O60885,1.0
Active,IC50,=,0.45,105539840.0,O60885,1.0
Active,IC50,=,0.44,15944523.0,O60885,1.0
Active,IC50,,0.55,154593681.0,O60885,1.0
Active,IC50,,0.55,154593638.0,O60885,1.0
Active,IC50,,0.55,154593759.0,O60885,1.0
Active,IC50,,0.017,86567122.0,O60885,1.0
Active,IC50,,0.0425,86567503.0,O60885,1.0
Active,IC50,,0.056,86566836.0,O60885,1.0
Active,IC50,,0.495,117723239.0,O60885,1.0
Active,IC50,,0.035,86566778.0,O60885,1.0
Active,IC50,,0.016,86567363.0,O60885,1.0
Active,IC50,,0.029,117723275.0,O60885,1.0
Active,IC50,,0.013,86567053.0,O60885,1.0
Active,IC50,,0.092,86566779.0,O60885,1.0
Active,IC50,,0.032,117723277.0,O60885,1.0
Active,IC50,,0.12,117723313.0,O60885,1.0
Active,IC50,,0.039,86567779.0,O60885,1.0
Active,IC50,,0.034,86567305.0,O60885,1.0
Active,IC50,,0.019,117723307.0,O60885,1.0
Active,IC50,,0.03,117723292.0,O60885,1.0
Active,IC50,,0.024,86567181.0,O60885,1.0
Active,IC50,,0.55,147528074.0,O60885,1.0
Active,IC50,,0.1,86567571.0,O60885,1.0
Active,IC50,,0.037,86567365.0,O60885,1.0
Active,IC50,,0.18,117723314.0,O60885,1.0
Active,IC50,,0.039,86567245.0,O60885,1.0
Active,IC50,,0.0245,86566904.0,O60885,1.0
Active,IC50,<,0.011,117723269.0,O60885,1.0
Active,IC50,,0.027,86567782.0,O60885,1.0
Active,IC50,,0.037,86567364.0,O60885,1.0
Active,IC50,,0.013,117723303.0,O60885,1.0
Active,IC50,,0.065,117723272.0,O60885,1.0
Active,IC50,,0.026,86567125.0,O60885,1.0
Active,IC50,,0.019,117720822.0,O60885,1.0
Active,IC50,,0.0185,86567051.0,O60885,1.0
Active,IC50,,0.15,86567636.0,O60885,1.0
Active,IC50,,0.028,117723298.0,O60885,1.0
Active,IC50,,0.054,117721105.0,O60885,1.0
Active,IC50,,0.55,138479727.0,O60885,1.0
Active,IC50,,0.55,149540112.0,O60885,1.0
Active,IC50,,0.55,151879665.0,O60885,1.0
Active,IC50,,0.55,154593779.0,O60885,1.0
Active,IC50,,0.55,154593741.0,O60885,1.0
Active,IC50,,0.14,86567504.0,O60885,1.0
Active,IC50,,0.013,117723300.0,O60885,1.0
Active,IC50,,0.038,117723228.0,O60885,1.0
Active,IC50,,0.013,117723284.0,O60885,1.0
Active,IC50,,0.015,86567246.0,O60885,1.0
Active,IC50,,0.12,86566905.0,O60885,1.0
Active,IC50,,0.078,86567638.0,O60885,1.0
Active,IC50,,0.55,150320881.0,O60885,1.0
Active,IC50,,0.55,148004568.0,O60885,1.0
Active,IC50,,0.55,146868989.0,O60885,1.0
Active,IC50,,0.55,147686212.0,O60885,1.0
Active,IC50,,0.55,149128651.0,O60885,1.0
Active,IC50,,0.55,154593636.0,O60885,1.0
Active,IC50,,0.121,117689298.0,O60885,1.0
Active,IC50,=,0.022,162650323.0,O60885,1.0
Active,IC50,=,0.056,162664712.0,O60885,1.0
Active,IC50,=,0.094,162651575.0,O60885,1.0
Active,IC50,=,0.034,162655368.0,O60885,1.0
Active,IC50,=,0.062,162654096.0,O60885,1.0
Active,IC50,=,0.036,162657414.0,O60885,1.0
Active,IC50,=,0.208,162645808.0,O60885,1.0
Active,IC50,=,0.114,162662428.0,O60885,1.0
Active,IC50,,0.55,154593657.0,O60885,1.0
Active,IC50,=,0.19953,162645194.0,O60885,1.0
Active,IC50,=,0.0631,162675285.0,O60885,1.0
Active,IC50,=,0.01585,162666764.0,O60885,1.0
Active,IC50,=,0.1,162663273.0,O60885,1.0
Active,IC50,,0.0177,146478918.0,O60885,1.0
Active,IC50,=,0.0421,155431591.0,O60885,1.0
Active,IC50,=,0.1219,155431420.0,O60885,1.0
Active,IC50,,0.55,154593793.0,O60885,1.0
Active,IC50,,0.55,146981463.0,O60885,1.0
Active,IC50,,0.55,138478936.0,O60885,1.0
Active,IC50,=,0.2063,155431641.0,O60885,1.0
Active,IC50,=,0.0758,162648080.0,O60885,1.0
Active,IC50,=,0.0053,155431421.0,O60885,1.0
Active,IC50,=,0.0612,155431418.0,O60885,1.0
Active,IC50,=,0.1584,155431375.0,O60885,1.0
Active,IC50,=,0.1049,155431210.0,O60885,1.0
Active,IC50,=,0.0366,162654288.0,O60885,1.0
Active,IC50,=,0.0113,155431380.0,O60885,1.0
Active,IC50,,0.55,138479304.0,O60885,1.0
Active,IC50,,0.55,138478927.0,O60885,1.0
Active,IC50,,0.55,154593605.0,O60885,1.0
Active,IC50,=,0.225,162677028.0,O60885,1.0
Active,IC50,=,0.67,141736095.0,O60885,1.0
Active,IC50,,0.0073,155457810.0,O60885,1.0
Active,IC50,,0.0198,155457485.0,O60885,1.0
Active,IC50,,0.284,155457564.0,O60885,1.0
Active,IC50,,0.009,155457494.0,O60885,1.0
Active,IC50,,0.074,155457407.0,O60885,1.0
Active,IC50,,0.002,155457732.0,O60885,1.0
Active,IC50,,0.032,155457406.0,O60885,1.0
Active,IC50,,0.0017,155457506.0,O60885,1.0
Active,IC50,,0.0032,155457847.0,O60885,1.0
Active,IC50,<,0.002,155457628.0,O60885,1.0
Active,IC50,,0.55,148303920.0,O60885,1.0
Active,IC50,,0.55,138479389.0,O60885,1.0
Active,IC50,,0.55,138478851.0,O60885,1.0
Active,IC50,,0.74,155457793.0,O60885,1.0
Active,IC50,,0.017,155457504.0,O60885,1.0
Active,IC50,,0.0012,155457415.0,O60885,1.0
Active,IC50,,0.011,155457541.0,O60885,1.0
Active,IC50,,0.145,155457740.0,O60885,1.0
Active,IC50,,0.103,155457511.0,O60885,1.0
Active,IC50,,0.018,155457452.0,O60885,1.0
Active,IC50,,0.103,155457831.0,O60885,1.0
Active,IC50,,0.111,155457474.0,O60885,1.0
Active,IC50,,0.299,155457734.0,O60885,1.0
Active,IC50,,0.601,155457497.0,O60885,1.0
Active,IC50,,0.55,154593770.0,O60885,1.0
Active,IC50,,0.55,138479420.0,O60885,1.0
Active,IC50,,0.55,148171545.0,O60885,1.0
Active,IC50,,0.55,154593802.0,O60885,1.0
Active,IC50,,0.55,154593795.0,O60885,1.0
Active,IC50,,0.55,138479455.0,O60885,1.0
Active,IC50,,0.55,153212738.0,O60885,1.0
Active,IC50,,0.55,150281228.0,O60885,1.0
Active,IC50,,0.55,154593704.0,O60885,1.0
Active,IC50,,0.55,154593619.0,O60885,1.0
Active,IC50,,0.55,153187830.0,O60885,1.0
Active,Kd,=,0.022,91864635.0,O60885,1.0
Active,IC50,,0.55,154593613.0,O60885,1.0
Active,IC50,,0.55,154593720.0,O60885,1.0
Active,Kd,=,0.085,147384222.0,O60885,1.0
Active,Kd,=,0.082,153617032.0,O60885,1.0
Active,Kd,=,0.15,155804451.0,O60885,1.0
Active,IC50,,0.11,153388559.0,O60885,1.0
Active,IC50,,0.082,153388602.0,O60885,1.0
Active,Ki,,0.0028,117772154.0,O60885,1.0
Active,Ki,,0.0231,136374371.0,O60885,1.0
Active,IC50,,0.55,154593715.0,O60885,1.0
Active,IC50,,0.55,154593757.0,O60885,1.0
Active,IC50,,0.55,147223823.0,O60885,1.0
Active,Ki,,0.0058,86581685.0,O60885,1.0
Active,Ki,,0.0024,86581115.0,O60885,1.0
Active,Ki,,0.00824,117775739.0,O60885,1.0
Active,Ki,,0.0886,117775636.0,O60885,1.0
Active,Ki,,0.182,86581834.0,O60885,1.0
Active,Ki,,0.075,86581395.0,O60885,1.0
Active,Ki,,0.012,86582449.0,O60885,1.0
Active,Ki,,0.0169,117776073.0,O60885,1.0
Active,Ki,,0.017,86581837.0,O60885,1.0
Active,Ki,,0.034,117776043.0,O60885,1.0
Active,Ki,,0.0019,86582915.0,O60885,1.0
Active,Ki,,0.01,86582447.0,O60885,1.0
Active,Ki,,0.000605,146011716.0,O60885,1.0
Active,Ki,,0.0027,86580810.0,O60885,1.0
Active,Ki,,0.0308,87055054.0,O60885,1.0
Active,Ki,,0.0938,86581833.0,O60885,1.0
Active,IC50,,0.55,154593756.0,O60885,1.0
Active,IC50,,0.55,154593776.0,O60885,1.0
Active,IC50,,0.55,138479231.0,O60885,1.0
