Activity,Activity_Type,Activity_Qualifier,Activity_Value,Compound_CID,Protein_Accession,Label
Active,IC50,<,0.1,118159761.0,O60885,1.0
Active,IC50,<,0.1,118159875.0,O60885,1.0
Active,Ki,,0.0073,132010087.0,O60885,1.0
Active,Ki,,0.0048,132010745.0,O60885,1.0
Active,Ki,,0.0019,132010270.0,O60885,1.0
Active,Ki,,0.0026,132010163.0,O60885,1.0
Active,Ki,,0.001,132010104.0,O60885,1.0
Active,Ki,,0.0011,132010963.0,O60885,1.0
Active,Ki,,0.0121,132010171.0,O60885,1.0
Active,Ki,,0.0054,132010751.0,O60885,1.0
Active,IC50,=,0.151,168296210.0,O60885,1.0
Active,IC50,=,0.284,168276492.0,O60885,1.0
Active,IC50,=,0.19,168273971.0,O60885,1.0
Active,IC50,=,0.219,168278486.0,O60885,1.0
Active,IC50,=,0.738,168285547.0,O60885,1.0
Active,IC50,=,0.121,168278464.0,O60885,1.0
Active,IC50,=,0.109,156775102.0,O60885,1.0
Active,IC50,=,0.259,168275241.0,O60885,1.0
Active,IC50,<,0.1,118177575.0,O60885,1.0
Active,IC50,<,0.1,118159488.0,O60885,1.0
Active,IC50,<,0.1,118159419.0,O60885,1.0
Active,IC50,<,0.1,118159641.0,O60885,1.0
Active,IC50,<,0.1,118159657.0,O60885,1.0
Active,IC50,<,0.1,118159891.0,O60885,1.0
Active,IC50,<,0.1,118159591.0,O60885,1.0
Active,IC50,<,0.1,118159793.0,O60885,1.0
Active,IC50,,0.55,118159545.0,O60885,1.0
Active,IC50,<,0.1,118159574.0,O60885,1.0
Active,IC50,<,0.1,118159668.0,O60885,1.0
Active,IC50,<,0.1,118159529.0,O60885,1.0
Active,IC50,,0.55,118159476.0,O60885,1.0
Active,IC50,<,0.1,118159484.0,O60885,1.0
Active,IC50,,0.55,118159635.0,O60885,1.0
Active,IC50,,0.55,118159438.0,O60885,1.0
Active,IC50,<,0.1,118159559.0,O60885,1.0
Active,IC50,<,0.1,118159541.0,O60885,1.0
Active,IC50,=,0.344,168279880.0,O60885,1.0
Active,Ki,,0.044,132010168.0,O60885,1.0
Active,Ki,,0.114,141718957.0,O60885,1.0
Active,Ki,,0.11,132010313.0,O60885,1.0
Active,Ki,,0.289,141718903.0,O60885,1.0
Active,Ki,,0.263,141718902.0,O60885,1.0
Active,Ki,,0.0205,141718926.0,O60885,1.0
Active,Ki,,0.0025,141718928.0,O60885,1.0
Active,Ki,,0.0013,132011018.0,O60885,1.0
Active,Ki,,0.15,132011017.0,O60885,1.0
Active,Ki,,0.003,132010671.0,O60885,1.0
Active,IC50,,0.55,118159525.0,O60885,1.0
Active,IC50,<,0.1,118159658.0,O60885,1.0
Active,IC50,<,0.1,118159479.0,O60885,1.0
Active,IC50,<,0.1,118159768.0,O60885,1.0
Active,IC50,<,0.1,118159487.0,O60885,1.0
Active,IC50,<,0.1,118159707.0,O60885,1.0
Active,IC50,<,0.1,118159594.0,O60885,1.0
Active,IC50,<,0.1,118159685.0,O60885,1.0
Active,IC50,<,0.1,118159785.0,O60885,1.0
Active,IC50,<,0.1,136963102.0,O60885,1.0
Active,Ki,,0.0074,141718956.0,O60885,1.0
Active,Ki,,0.0015,141718927.0,O60885,1.0
Active,Ki,,0.0025,132010067.0,O60885,1.0
Active,Ki,,0.0017,132010731.0,O60885,1.0
Active,Ki,,0.006,132010841.0,O60885,1.0
Active,Ki,,0.0057,132010863.0,O60885,1.0
Active,Ki,,0.0017,141718943.0,O60885,1.0
Active,Ki,,0.003,132010724.0,O60885,1.0
Active,Ki,,0.0013,132010688.0,O60885,1.0
Active,Ki,,0.253,141718905.0,O60885,1.0
Active,Ki,,0.181,132010928.0,O60885,1.0
Active,Ki,,0.196,141718904.0,O60885,1.0
Active,Ki,,0.0063,132010686.0,O60885,1.0
Active,IC50,,0.55,118159860.0,O60885,1.0
Active,IC50,<,0.1,118159701.0,O60885,1.0
Active,IC50,<,0.1,118159535.0,O60885,1.0
Active,IC50,,0.55,118159689.0,O60885,1.0
Active,IC50,,0.894,121278255.0,O60885,1.0
Active,IC50,<,0.1,118159898.0,O60885,1.0
Active,IC50,<,0.1,118159858.0,O60885,1.0
Active,IC50,<,0.1,118159439.0,O60885,1.0
Active,Ki,,0.0104,132010130.0,O60885,1.0
Active,Ki,,0.0247,132010946.0,O60885,1.0
Active,Ki,,0.0011,132011012.0,O60885,1.0
Active,Ki,,0.0037,132010812.0,O60885,1.0
Active,Ki,,0.0038,141718912.0,O60885,1.0
Active,Ki,,0.003,141718954.0,O60885,1.0
Active,Ki,,0.002,132010957.0,O60885,1.0
Active,Ki,,0.0195,132010278.0,O60885,1.0
Active,Ki,,0.0113,132010804.0,O60885,1.0
Active,Ki,,0.0033,141718946.0,O60885,1.0
Active,Ki,,0.115,132010915.0,O60885,1.0
Active,IC50,<,0.025,118938638.0,O60885,1.0
Active,IC50,<,0.025,118938642.0,O60885,1.0
Active,IC50,<,0.025,118938654.0,O60885,1.0
Active,IC50,<,0.025,118938657.0,O60885,1.0
Active,IC50,<,0.1,118159799.0,O60885,1.0
Active,IC50,<,0.1,118177572.0,O60885,1.0
Active,IC50,<,0.1,118159719.0,O60885,1.0
Active,IC50,<,0.1,118159659.0,O60885,1.0
Active,IC50,<,0.1,118159433.0,O60885,1.0
Active,IC50,<,0.1,118159517.0,O60885,1.0
Active,IC50,<,0.1,118159854.0,O60885,1.0
Active,IC50,<,0.1,118159749.0,O60885,1.0
Active,IC50,<,0.1,118159782.0,O60885,1.0
Active,IC50,<,0.1,118159780.0,O60885,1.0
Active,IC50,<,0.1,118159801.0,O60885,1.0
Active,IC50,<,0.1,118159897.0,O60885,1.0
Active,IC50,<,0.1,118159418.0,O60885,1.0
Active,IC50,<,0.1,118159893.0,O60885,1.0
Active,IC50,<,0.1,118159613.0,O60885,1.0
Active,IC50,<,0.1,118159557.0,O60885,1.0
Active,IC50,,0.55,118159791.0,O60885,1.0
Active,IC50,<,0.1,118159757.0,O60885,1.0
Active,IC50,<,0.1,118159473.0,O60885,1.0
Active,IC50,,0.55,118159755.0,O60885,1.0
Active,IC50,,0.55,118159563.0,O60885,1.0
Active,IC50,,0.55,118159596.0,O60885,1.0
Active,IC50,<,0.1,118159539.0,O60885,1.0
Active,IC50,,0.55,118159626.0,O60885,1.0
Active,IC50,<,0.1,118159666.0,O60885,1.0
Active,IC50,,0.55,118159720.0,O60885,1.0
Active,IC50,<,0.1,118159588.0,O60885,1.0
Active,IC50,<,0.1,118159839.0,O60885,1.0
Active,IC50,<,0.001,122686417.0,O60885,1.0
Active,IC50,<,0.01,138403673.0,O60885,1.0
Active,IC50,<,0.01,122694899.0,O60885,1.0
Active,IC50,<,0.01,122686419.0,O60885,1.0
Active,IC50,<,0.01,122686630.0,O60885,1.0
Active,IC50,<,0.01,122686538.0,O60885,1.0
Active,IC50,<,0.01,122686487.0,O60885,1.0
Active,IC50,<,0.001,122687150.0,O60885,1.0
Active,IC50,<,0.01,122686596.0,O60885,1.0
Active,IC50,<,0.001,122686399.0,O60885,1.0
Active,IC50,<,0.01,122686503.0,O60885,1.0
Active,IC50,<,0.01,122694875.0,O60885,1.0
Active,IC50,<,0.01,122694869.0,O60885,1.0
Active,IC50,<,0.001,122694850.0,O60885,1.0
Active,IC50,<,0.001,138403634.0,O60885,1.0
Active,IC50,<,0.1,118159910.0,O60885,1.0
Active,IC50,<,0.001,122686679.0,O60885,1.0
Active,IC50,<,0.01,138403647.0,O60885,1.0
Active,IC50,<,0.01,122694958.0,O60885,1.0
Active,IC50,<,0.01,122694957.0,O60885,1.0
Active,IC50,<,0.001,138403676.0,O60885,1.0
Active,IC50,<,0.001,122694920.0,O60885,1.0
Active,IC50,<,0.01,122694888.0,O60885,1.0
Active,IC50,<,0.001,122686331.0,O60885,1.0
Active,IC50,<,0.01,122694876.0,O60885,1.0
Active,IC50,<,0.01,122694872.0,O60885,1.0
Active,IC50,<,0.001,138403654.0,O60885,1.0
Active,IC50,<,0.01,122694855.0,O60885,1.0
Active,IC50,<,0.01,122686546.0,O60885,1.0
Active,IC50,<,0.01,122686327.0,O60885,1.0
Active,IC50,<,0.01,122694929.0,O60885,1.0
Active,IC50,<,0.01,122686578.0,O60885,1.0
Active,IC50,<,0.001,138403679.0,O60885,1.0
Active,IC50,<,0.01,130320047.0,O60885,1.0
Active,IC50,<,0.01,122687191.0,O60885,1.0
Active,IC50,<,0.01,122694867.0,O60885,1.0
Active,IC50,<,0.01,122694861.0,O60885,1.0
Active,IC50,<,0.01,122686628.0,O60885,1.0
Active,IC50,<,0.01,122686383.0,O60885,1.0
Active,IC50,<,0.001,138403645.0,O60885,1.0
Active,IC50,<,0.001,122686338.0,O60885,1.0
Active,IC50,<,0.01,138403675.0,O60885,1.0
Active,IC50,<,0.01,138403663.0,O60885,1.0
Active,IC50,<,0.01,122694931.0,O60885,1.0
Active,IC50,<,0.01,122686412.0,O60885,1.0
Active,IC50,<,0.01,122694901.0,O60885,1.0
Active,IC50,<,0.01,122694859.0,O60885,1.0
Active,IC50,<,0.01,122686639.0,O60885,1.0
Active,IC50,<,0.5,90383701.0,O60885,1.0
Active,IC50,<,0.05,90383691.0,O60885,1.0
Active,IC50,<,0.5,90375073.0,O60885,1.0
Active,IC50,<,0.05,90383700.0,O60885,1.0
Active,IC50,<,0.01,122694907.0,O60885,1.0
Active,IC50,<,0.01,138403677.0,O60885,1.0
Active,IC50,<,0.01,122686830.0,O60885,1.0
Active,IC50,<,0.01,122694961.0,O60885,1.0
Active,IC50,<,0.01,122694956.0,O60885,1.0
Active,IC50,<,0.001,122687286.0,O60885,1.0
Active,IC50,<,0.01,122686367.0,O60885,1.0
Active,IC50,<,0.001,122686544.0,O60885,1.0
Active,IC50,<,0.01,122687275.0,O60885,1.0
Active,IC50,<,0.001,138403639.0,O60885,1.0
Active,IC50,<,0.01,122686833.0,O60885,1.0
Active,IC50,<,0.01,122686342.0,O60885,1.0
Active,IC50,<,0.05,90375084.0,O60885,1.0
Active,IC50,<,0.05,90383689.0,O60885,1.0
Active,IC50,<,0.5,78426722.0,O60885,1.0
Active,IC50,<,0.05,118644596.0,O60885,1.0
Active,IC50,<,0.5,90375397.0,O60885,1.0
Active,IC50,<,0.5,90383863.0,O60885,1.0
Active,IC50,<,0.5,118644502.0,O60885,1.0
Active,IC50,<,0.05,118644476.0,O60885,1.0
Active,IC50,<,0.05,118644706.0,O60885,1.0
Active,IC50,<,0.5,78426861.0,O60885,1.0
Active,IC50,<,0.05,118644603.0,O60885,1.0
Active,IC50,<,0.5,90375153.0,O60885,1.0
Active,IC50,<,0.05,118644566.0,O60885,1.0
Active,IC50,<,0.05,90375242.0,O60885,1.0
Active,IC50,<,0.05,118644709.0,O60885,1.0
Active,IC50,<,0.001,122686413.0,O60885,1.0
Active,IC50,<,0.01,122694878.0,O60885,1.0
Active,IC50,<,0.001,122694842.0,O60885,1.0
Active,IC50,<,0.01,138403637.0,O60885,1.0
Active,IC50,<,0.001,122686511.0,O60885,1.0
Active,IC50,<,0.5,90376169.0,O60885,1.0
Active,IC50,<,0.05,90376268.0,O60885,1.0
Active,IC50,<,0.05,118644626.0,O60885,1.0
Active,IC50,<,0.05,90383584.0,O60885,1.0
Active,IC50,<,0.05,90383692.0,O60885,1.0
Active,IC50,<,0.05,90375333.0,O60885,1.0
Active,IC50,<,0.5,78426720.0,O60885,1.0
Active,IC50,<,0.5,90383668.0,O60885,1.0
Active,IC50,<,0.05,78427003.0,O60885,1.0
Active,IC50,<,0.01,122686564.0,O60885,1.0
Active,IC50,<,0.01,122694853.0,O60885,1.0
Active,IC50,<,0.5,78426862.0,O60885,1.0
Active,IC50,<,0.05,90375325.0,O60885,1.0
Active,IC50,<,0.001,122694840.0,O60885,1.0
Active,IC50,<,0.001,122694839.0,O60885,1.0
Active,IC50,<,0.01,122694946.0,O60885,1.0
Active,IC50,<,0.001,122694923.0,O60885,1.0
Active,IC50,<,0.01,122686533.0,O60885,1.0
Active,IC50,<,0.01,122694891.0,O60885,1.0
Active,IC50,<,0.01,122694894.0,O60885,1.0
Active,IC50,<,0.001,122694852.0,O60885,1.0
Active,IC50,<,0.5,90383581.0,O60885,1.0
Active,IC50,<,0.05,90375248.0,O60885,1.0
Active,IC50,<,0.05,90375297.0,O60885,1.0
Active,IC50,<,0.5,90375354.0,O60885,1.0
Active,Kd,,0.055,155234476.0,O60885,1.0
Active,Kd,,0.055,155234354.0,O60885,1.0
Active,Kd,,0.055,155234233.0,O60885,1.0
Active,Kd,,0.055,155234591.0,O60885,1.0
Active,Kd,<,0.01,155234539.0,O60885,1.0
Active,Kd,<,0.01,155234613.0,O60885,1.0
Active,Kd,,0.055,155714537.0,O60885,1.0
Active,Kd,,0.055,155234229.0,O60885,1.0
Active,IC50,<,0.01,138403667.0,O60885,1.0
Active,IC50,<,0.05,90375058.0,O60885,1.0
Active,IC50,=,0.25119,76317442.0,O60885,1.0
Active,IC50,,0.0064,149905725.0,O60885,1.0
Active,IC50,,0.026,150200005.0,O60885,1.0
Active,Kd,,0.055,155234581.0,O60885,1.0
Active,Kd,,0.055,155234399.0,O60885,1.0
Active,Kd,,0.055,155234412.0,O60885,1.0
Active,Kd,,0.055,155234368.0,O60885,1.0
Active,Kd,,0.055,155234140.0,O60885,1.0
Active,Kd,,0.055,155234453.0,O60885,1.0
Active,IC50,<,0.5,78426723.0,O60885,1.0
Active,IC50,<,0.05,90383694.0,O60885,1.0
Active,IC50,<,0.5,90375077.0,O60885,1.0
Active,IC50,<,0.1,118177582.0,O60885,1.0
Active,IC50,<,0.1,118159809.0,O60885,1.0
Active,IC50,<,0.1,118159458.0,O60885,1.0
Active,IC50,,0.55,118159624.0,O60885,1.0
Active,IC50,<,0.1,118159778.0,O60885,1.0
Active,IC50,<,0.1,118159465.0,O60885,1.0
Active,IC50,<,0.05,118644599.0,O60885,1.0
Active,IC50,<,0.05,78426857.0,O60885,1.0
Active,IC50,<,0.05,118644606.0,O60885,1.0
Active,IC50,<,0.5,90375112.0,O60885,1.0
Active,IC50,<,0.5,90375105.0,O60885,1.0
Active,IC50,<,0.05,90375163.0,O60885,1.0
Active,IC50,<,0.5,90375165.0,O60885,1.0
Active,IC50,<,0.1,118159589.0,O60885,1.0
Active,IC50,<,0.01,122687065.0,O60885,1.0
Active,IC50,<,0.001,122686398.0,O60885,1.0
Active,IC50,<,0.01,122694848.0,O60885,1.0
Active,Kd,=,0.071,142305947.0,O60885,1.0
Active,Kd,=,0.21,172449500.0,O60885,1.0
Active,Kd,=,0.066,171378403.0,O60885,1.0
Active,IC50,<,0.001,122694847.0,O60885,1.0
Active,IC50,<,0.01,122694841.0,O60885,1.0
Active,IC50,<,0.01,122694959.0,O60885,1.0
Active,IC50,<,0.01,122687070.0,O60885,1.0
Active,IC50,<,0.01,122694930.0,O60885,1.0
Active,IC50,<,0.001,122694904.0,O60885,1.0
Active,IC50,<,0.01,122686586.0,O60885,1.0
Active,IC50,<,0.01,122686459.0,O60885,1.0
Active,IC50,<,0.01,122694837.0,O60885,1.0
Active,IC50,<,0.01,122686368.0,O60885,1.0
Active,IC50,<,0.001,122686345.0,O60885,1.0
Active,IC50,<,0.001,138403643.0,O60885,1.0
Active,IC50,<,0.01,122686678.0,O60885,1.0
Active,IC50,<,0.01,122694934.0,O60885,1.0
Active,IC50,<,0.01,122694916.0,O60885,1.0
Active,IC50,<,0.001,122694909.0,O60885,1.0
Active,IC50,<,0.001,122686547.0,O60885,1.0
Active,IC50,<,0.01,122694882.0,O60885,1.0
Active,IC50,<,0.01,122687190.0,O60885,1.0
Active,IC50,<,0.01,122686556.0,O60885,1.0
Active,IC50,<,0.001,122686553.0,O60885,1.0
Active,IC50,<,0.01,122694918.0,O60885,1.0
Active,IC50,<,0.01,122694892.0,O60885,1.0
Active,IC50,<,0.001,122686350.0,O60885,1.0
Active,IC50,<,0.01,122686333.0,O60885,1.0
Active,IC50,<,0.01,122694883.0,O60885,1.0
Active,IC50,<,0.001,122686326.0,O60885,1.0
Active,IC50,<,0.01,122686408.0,O60885,1.0
Active,IC50,<,0.01,122694885.0,O60885,1.0
Active,IC50,<,0.01,122686490.0,O60885,1.0
Active,IC50,<,0.001,138403633.0,O60885,1.0
Active,IC50,<,0.01,122686622.0,O60885,1.0
Active,IC50,<,0.01,122686540.0,O60885,1.0
Active,IC50,<,0.01,122694922.0,O60885,1.0
Active,IC50,<,0.01,122686605.0,O60885,1.0
Active,IC50,<,0.001,122694887.0,O60885,1.0
Active,IC50,<,0.001,122686598.0,O60885,1.0
Active,IC50,<,0.01,122686593.0,O60885,1.0
Active,IC50,<,0.001,122686888.0,O60885,1.0
Active,IC50,<,0.1,138752639.0,O60885,1.0
Active,IC50,<,0.1,138752627.0,O60885,1.0
Active,IC50,<,0.1,138752636.0,O60885,1.0
Active,IC50,<,0.1,138752638.0,O60885,1.0
Active,IC50,<,0.1,138752640.0,O60885,1.0
Active,IC50,<,0.1,138752626.0,O60885,1.0
Active,IC50,<,0.1,138752628.0,O60885,1.0
Active,IC50,<,0.1,138752625.0,O60885,1.0
Active,IC50,<,0.1,138752641.0,O60885,1.0
Active,IC50,<,0.1,138752630.0,O60885,1.0
Active,IC50,<,0.1,138752629.0,O60885,1.0
Active,IC50,<,0.1,138752632.0,O60885,1.0
Active,IC50,<,0.1,138752631.0,O60885,1.0
Active,IC50,<,0.1,138752635.0,O60885,1.0
Active,IC50,<,0.05,90375265.0,O60885,1.0
Active,IC50,<,0.05,78427004.0,O60885,1.0
Active,IC50,<,0.05,118644595.0,O60885,1.0
Active,IC50,<,0.5,78426584.0,O60885,1.0
Active,IC50,<,0.5,90375238.0,O60885,1.0
Active,IC50,<,0.5,90375175.0,O60885,1.0
Active,IC50,<,0.5,118644515.0,O60885,1.0
Active,IC50,<,0.1,138752634.0,O60885,1.0
Active,IC50,<,0.1,138752633.0,O60885,1.0
Active,IC50,<,0.1,138752637.0,O60885,1.0
Active,IC50,<,0.5,90375091.0,O60885,1.0
Active,IC50,<,0.05,90375306.0,O60885,1.0
Active,IC50,<,0.5,129175207.0,O60885,1.0
Active,IC50,<,0.5,90376212.0,O60885,1.0
Active,IC50,<,0.05,118644598.0,O60885,1.0
Active,IC50,,0.014,130252674.0,O60885,1.0
Active,Kd,=,0.0644,156619919.0,O60885,1.0
Active,Kd,=,0.0135,172453002.0,O60885,1.0
Active,IC50,<,0.5,90375067.0,O60885,1.0
Active,IC50,<,0.05,90376776.0,O60885,1.0
Active,IC50,<,0.5,78426719.0,O60885,1.0
Active,IC50,<,0.05,78426586.0,O60885,1.0
Active,IC50,<,0.5,90375230.0,O60885,1.0
Active,IC50,<,0.5,90375287.0,O60885,1.0
Active,Ki,,0.043,71812051.0,O60885,1.0
Active,Ki,,0.058,71812089.0,O60885,1.0
Active,IC50,,0.037,135120997.0,O60885,1.0
Active,IC50,,0.089,86343741.0,O60885,1.0
Active,IC50,,0.17,86343738.0,O60885,1.0
Active,IC50,,0.041,135120992.0,O60885,1.0
Active,IC50,,0.103,86343920.0,O60885,1.0
Active,IC50,,0.062,86344278.0,O60885,1.0
Active,IC50,,0.0625,86343922.0,O60885,1.0
Active,IC50,,0.067,86343743.0,O60885,1.0
Active,IC50,,0.043,130252505.0,O60885,1.0
Active,IC50,,0.14,86344281.0,O60885,1.0
Active,IC50,,0.15,86344463.0,O60885,1.0
Active,IC50,,0.16,135120998.0,O60885,1.0
Active,IC50,,0.041,135120989.0,O60885,1.0
Active,IC50,,0.056,86343924.0,O60885,1.0
Active,Ki,,0.071,71812052.0,O60885,1.0
Active,Ki,,0.011,71812049.0,O60885,1.0
Active,Ki,,0.034,71812100.0,O60885,1.0
Active,Ki,,0.261,71811956.0,O60885,1.0
Active,Ki,,0.164,139208209.0,O60885,1.0
Active,IC50,<,0.025,118938634.0,O60885,1.0
Active,IC50,<,0.025,118938643.0,O60885,1.0
Active,IC50,<,0.025,155295636.0,O60885,1.0
Active,IC50,<,0.025,155295633.0,O60885,1.0
Active,IC50,<,0.025,118938647.0,O60885,1.0
Active,IC50,<,0.025,155295634.0,O60885,1.0
Active,IC50,<,0.025,155295632.0,O60885,1.0
Active,IC50,<,0.025,118938630.0,O60885,1.0
Active,IC50,<,0.025,155295637.0,O60885,1.0
Active,IC50,<,0.025,118938646.0,O60885,1.0
Active,IC50,<,0.025,118938649.0,O60885,1.0
Active,IC50,<,0.025,118938650.0,O60885,1.0
Active,IC50,<,0.025,118938651.0,O60885,1.0
Active,IC50,<,0.025,118938631.0,O60885,1.0
Active,IC50,<,0.025,118938644.0,O60885,1.0
Active,Ki,,0.014,71812037.0,O60885,1.0
Active,Ki,,0.045,71812066.0,O60885,1.0
Active,Ki,,0.068,71812068.0,O60885,1.0
Active,Ki,,0.012,71812109.0,O60885,1.0
Active,IC50,,0.9,121373151.0,O60885,1.0
Active,IC50,<,0.025,118938656.0,O60885,1.0
Active,IC50,<,0.025,118938640.0,O60885,1.0
Active,IC50,<,0.025,118938648.0,O60885,1.0
Active,IC50,<,0.025,155295635.0,O60885,1.0
Active,IC50,<,0.025,118938632.0,O60885,1.0
Active,IC50,<,0.025,118938652.0,O60885,1.0
Active,IC50,<,0.025,118938635.0,O60885,1.0
Active,IC50,<,0.025,118938655.0,O60885,1.0
Active,IC50,<,0.025,118938636.0,O60885,1.0
Active,IC50,=,0.19953,168293970.0,O60885,1.0
Active,IC50,=,0.31623,168271456.0,O60885,1.0
Active,IC50,=,0.50119,168296023.0,O60885,1.0
Active,IC50,=,0.79433,168281822.0,O60885,1.0
Active,IC50,,0.89,121372999.0,O60885,1.0
Active,IC50,,0.76,121373247.0,O60885,1.0
Active,IC50,,0.0123,146478891.0,O60885,1.0
Active,IC50,,0.0103,146478902.0,O60885,1.0
Active,IC50,,0.0276,146450780.0,O60885,1.0
Active,IC50,,0.0194,146478909.0,O60885,1.0
Active,IC50,,0.0188,146478923.0,O60885,1.0
Active,IC50,,0.0234,146479038.0,O60885,1.0
Active,IC50,,0.0144,146479084.0,O60885,1.0
Active,IC50,,0.0145,146478917.0,O60885,1.0
Active,IC50,,0.0256,146450779.0,O60885,1.0
Active,IC50,=,0.07943,132007279.0,O60885,1.0
Active,IC50,=,0.15849,168277357.0,O60885,1.0
Active,IC50,<,0.5,118022264.0,O60885,1.0
Active,IC50,<,0.5,118022155.0,O60885,1.0
Active,IC50,<,0.5,118021470.0,O60885,1.0
Active,IC50,<,0.5,118021960.0,O60885,1.0
Active,IC50,<,0.5,118021641.0,O60885,1.0
Active,IC50,<,0.5,118021789.0,O60885,1.0
Active,IC50,<,0.5,118021538.0,O60885,1.0
Active,Kd,=,0.19,170556551.0,O60885,1.0
Active,Ki,=,0.023,170556505.0,O60885,1.0
Active,Ki,=,0.071,170556543.0,O60885,1.0
Active,Ki,=,0.22,170556533.0,O60885,1.0
Active,Ki,=,0.14,170556520.0,O60885,1.0
Active,IC50,<,0.5,118021758.0,O60885,1.0
Active,IC50,<,0.5,118021696.0,O60885,1.0
Active,IC50,<,0.5,118021857.0,O60885,1.0
Active,IC50,=,0.513,172471193.0,O60885,1.0
Active,IC50,=,0.0002,164607192.0,O60885,1.0
Active,IC50,=,0.026,172459284.0,O60885,1.0
Active,IC50,=,0.0007,164607193.0,O60885,1.0
Active,IC50,=,0.0003,172471837.0,O60885,1.0
Active,IC50,=,0.0002,172471234.0,O60885,1.0
Active,IC50,=,0.0004,157971166.0,O60885,1.0
Active,IC50,=,0.006,172440510.0,O60885,1.0
Active,IC50,=,0.001,172460107.0,O60885,1.0
Active,Ki,=,0.18,170556536.0,O60885,1.0
Active,IC50,,0.6,170735647.0,O60885,1.0
Active,IC50,,0.6,170735713.0,O60885,1.0
Active,IC50,,0.6,170735493.0,O60885,1.0
Active,IC50,,0.35,170735515.0,O60885,1.0
Active,IC50,,0.35,170735668.0,O60885,1.0
Active,IC50,,0.35,170735562.0,O60885,1.0
Active,IC50,,0.6,170735501.0,O60885,1.0
Active,IC50,=,0.74,172443279.0,O60885,1.0
Active,IC50,=,0.082,172440234.0,O60885,1.0
Active,IC50,,0.35,170735510.0,O60885,1.0
Active,IC50,,0.35,170735751.0,O60885,1.0
Active,IC50,<,0.05,170735402.0,O60885,1.0
Active,IC50,,0.35,170735413.0,O60885,1.0
Active,IC50,,0.35,170735436.0,O60885,1.0
Active,IC50,,0.35,170735750.0,O60885,1.0
Active,IC50,<,0.05,170735470.0,O60885,1.0
Active,IC50,<,0.05,170735559.0,O60885,1.0
Active,IC50,<,0.05,170735711.0,O60885,1.0
Active,IC50,,0.35,170735576.0,O60885,1.0
Active,IC50,<,0.05,170735581.0,O60885,1.0
Active,IC50,,0.35,170735454.0,O60885,1.0
Active,IC50,,0.6,170735630.0,O60885,1.0
Active,IC50,,0.6,177821713.0,O60885,1.0
Active,IC50,,0.6,170735469.0,O60885,1.0
Active,IC50,,0.6,170735728.0,O60885,1.0
Active,IC50,<,0.05,170735532.0,O60885,1.0
Active,IC50,<,0.05,170735509.0,O60885,1.0
Active,IC50,<,0.05,170735693.0,O60885,1.0
Active,IC50,,0.35,170735765.0,O60885,1.0
Active,IC50,,0.35,170735744.0,O60885,1.0
Active,IC50,,0.35,170735761.0,O60885,1.0
Active,IC50,,0.35,170735642.0,O60885,1.0
Active,IC50,,0.6,170735451.0,O60885,1.0
Active,IC50,,0.35,170735644.0,O60885,1.0
Active,IC50,,0.35,170735551.0,O60885,1.0
Active,IC50,<,0.05,174178406.0,O60885,1.0
Active,IC50,<,0.05,170735730.0,O60885,1.0
Active,IC50,,0.35,170735635.0,O60885,1.0
Active,IC50,,0.35,177821715.0,O60885,1.0
Active,IC50,,0.35,170735641.0,O60885,1.0
Active,IC50,,0.6,170735640.0,O60885,1.0
Active,IC50,,0.6,170735624.0,O60885,1.0
Active,IC50,,0.35,170735428.0,O60885,1.0
Active,IC50,<,0.05,170735514.0,O60885,1.0
Active,IC50,,0.35,170735529.0,O60885,1.0
Active,IC50,,0.35,170735398.0,O60885,1.0
Active,IC50,,0.6,170735409.0,O60885,1.0
Active,IC50,,0.6,170735520.0,O60885,1.0
Active,IC50,,0.6,170735440.0,O60885,1.0
Active,IC50,,0.35,170735685.0,O60885,1.0
Active,IC50,,0.35,170735563.0,O60885,1.0
Active,IC50,,0.35,170735666.0,O60885,1.0
Active,IC50,<,0.05,170735410.0,O60885,1.0
Active,IC50,,0.35,170735606.0,O60885,1.0
Active,IC50,<,0.05,170735577.0,O60885,1.0
Active,IC50,,0.35,170735484.0,O60885,1.0
Active,IC50,<,0.05,170735560.0,O60885,1.0
Active,IC50,,0.6,170735621.0,O60885,1.0
Active,IC50,,0.35,170735665.0,O60885,1.0
Active,IC50,,0.6,177752895.0,O60885,1.0
Active,IC50,,0.35,174178808.0,O60885,1.0
Active,IC50,,0.35,170735431.0,O60885,1.0
Active,IC50,,0.35,174179400.0,O60885,1.0
Active,IC50,,0.35,170735592.0,O60885,1.0
Active,IC50,,0.6,170735482.0,O60885,1.0
Active,IC50,,0.6,170735763.0,O60885,1.0
Active,IC50,,0.6,170735593.0,O60885,1.0
Active,IC50,,0.6,170735570.0,O60885,1.0
Active,IC50,,0.6,170735682.0,O60885,1.0
Active,IC50,,0.6,170735636.0,O60885,1.0
Active,IC50,,0.35,170735456.0,O60885,1.0
Active,IC50,,0.35,170735785.0,O60885,1.0
Active,IC50,,0.35,170735461.0,O60885,1.0
Active,IC50,=,0.3007,172439228.0,O60885,1.0
Active,IC50,=,0.2184,172462697.0,O60885,1.0
Active,IC50,=,0.2927,172446707.0,O60885,1.0
Active,IC50,=,0.9236,172457077.0,O60885,1.0
Active,IC50,=,0.0701,172458955.0,O60885,1.0
Active,IC50,=,0.8561,172454992.0,O60885,1.0
